,subjects,preprocessed,statement,bidirectional_statement
7594,Salaries for Virginias teachers are below the national average.,"['salary', 'virginia', 'teacher', 'national', 'average']",true,true
7595,"Says millions of dollars in tax breaks were paid for by busting unions, cutting BadgerCare, and raising taxes on the poor and the middle class, thanks to Elizabeth Coggs help.","['say', 'million', 'dollar', 'tax', 'break', 'paid', 'busting', 'union', 'cutting', 'badgercare', 'raising', 'tax', 'poor', 'middle', 'class', 'thanks', 'elizabeth', 'coggs', 'help']",pants-fire,false
7596,"The U.S. unemployment rate has remained above 8 percent for 43 consecutive months, the longest stretch since the Great Depression.","['unemployment', 'rate', 'remained', 'percent', 'consecutive', 'month', 'longest', 'stretch', 'great', 'depression']",true,true
7597,Thirty-one percent of school districts are still receiving less funding per pupil than they did prior to the dramatic budget cuts of 2011.,"['thirty', 'percent', 'school', 'district', 'receiving', 'funding', 'pupil', 'prior', 'dramatic', 'budget', 'cut']",mostly-true,true
7598,Fewer than 10 percent of those in the House are what anyone would classify as wealthy.,"['fewer', 'percent', 'house', 'classify', 'wealthy']",false,false
7599,"In Ohio, more than half the providers of safe and legal abortion have had to shut down since Gov. John Kasich took office in 2011.","['ohio', 'half', 'provider', 'safe', 'legal', 'abortion', 'shut', 'gov', 'john', 'kasich', 'took', 'office']",half-true,true
7600,Says Rick Santorum supported (Arlen) Specter over conservative candidates twice.,"['say', 'rick', 'santorum', 'supported', 'arlen', 'specter', 'conservative', 'candidate', 'twice']",true,true
7601,Fiorinas plan would mean slashing Social Security and Medicare.,"['fiorinas', 'plan', 'mean', 'slashing', 'social', 'security', 'medicare']",barely-true,false
7602,"Says neither President Barack Obama nor Mexico President Felipe Calderon have been on the border to see whats happening to the citizens of Mexico, and for that matter the citizens of Texas.","['say', 'president', 'barack', 'obama', 'mexico', 'president', 'felipe', 'calderon', 'border', 'whats', 'happening', 'citizen', 'mexico', 'matter', 'citizen', 'texas']",half-true,true
7603,Says our national debt is greater than our gross domestic product.,"['say', 'national', 'debt', 'greater', 'gross', 'domestic', 'product']",half-true,true
7604,"Members of Congress specifically exempted themselves from many of the laws they have passed, such as being exempt from any fear of prosecution for sexual harassment ... (and) from the healthcare reform.","['member', 'congress', 'specifically', 'exempted', 'law', 'passed', 'exempt', 'fear', 'prosecution', 'sexual', 'harassment', 'healthcare', 'reform']",pants-fire,false
7605,Ten years ago the Austin Water Utility used a total of 240.3 million gallons. Every summer since then our peak day of water use has been lower.,"['year', 'ago', 'austin', 'water', 'utility', 'used', 'total', 'million', 'gallon', 'summer', 'peak', 'day', 'water', 'use', 'lower']",true,true
7606,"First, he said he would take all of our troops out in six months, and now he acknowledges it would take a year.","['said', 'troop', 'month', 'acknowledges', 'year']",half-true,true
7607,A law that mandates fingerprinting for gun purchasers is a requirement thats reduced gun crimes in the five states where its the law.,"['law', 'mandate', 'fingerprinting', 'gun', 'purchaser', 'requirement', 'thats', 'reduced', 'gun', 'crime', 'state', 'law']",barely-true,false
7608,One generation ago we led the world in college graduation. Were 16th today.,"['generation', 'ago', 'led', 'world', 'college', 'graduation', 'today']",mostly-true,true
7609,"The labor force participation rate -- the share of the potential workforce that is actually working or looking for work-- currently stands below 63%, the lowest level since the 1970s.","['labor', 'force', 'participation', 'rate', 'share', 'potential', 'workforce', 'actually', 'working', 'looking', 'work', 'currently', 'stand', 'lowest', 'level']",true,true
7610,Many types of fish and shellfish from waters across the state are labeled unsafe to eat.,"['type', 'fish', 'shellfish', 'water', 'state', 'labeled', 'unsafe', 'eat']",mostly-true,true
7611,The incandescent light bulb has no effect whatever on the planet.,"['incandescent', 'light', 'bulb', 'effect', 'planet']",false,false
7612,"Ten times, no Republican candidate for president had enough delegates to claim the nomination before the partys convention, and seven of those times somebody who was not the leader of delegates was selected as the nominee of the party.","['time', 'republican', 'candidate', 'president', 'delegate', 'claim', 'nomination', 'party', 'convention', 'seven', 'time', 'somebody', 'leader', 'delegate', 'selected', 'nominee', 'party']",mostly-true,true
7613,"The president's plan, even after the end of its withdrawal timeline is reached, will leave in place up to 50,000 U.S. troops.","['president', 'plan', 'end', 'withdrawal', 'timeline', 'reached', 'leave', 'place', 'troop']",false,false
7614,Says Texas does not regulate the appearance of some kinds of imitation firearms sold in Texas.,"['say', 'texas', 'regulate', 'appearance', 'kind', 'imitation', 'firearm', 'sold', 'texas']",mostly-true,true
7615,Says Donald Trump was a Democrat longer in the last decade than he was a Republican.,"['say', 'donald', 'trump', 'democrat', 'longer', 'decade', 'republican']",half-true,true
7616,"Says that when adjusted for inflation and population growth, state general revenue spending has decreased 10.7 percent on his watch.","['say', 'adjusted', 'inflation', 'population', 'growth', 'state', 'general', 'revenue', 'spending', 'decreased', 'percent', 'watch']",half-true,true
7617,One out of 10 minimum-wage workers in the U.S. live in Texas.,"['minimum', 'wage', 'worker', 'live', 'texas']",true,true
7618,Laurie Monnes Anderson voted to let violent criminals out of jail early.,"['laurie', 'monnes', 'anderson', 'voted', 'let', 'violent', 'criminal', 'jail', 'early']",mostly-true,true
7619,"Republicans would give seniors a (Medicare) voucher that limits whats covered, costing seniors as much as $6,400 more a year.","['republican', 'senior', 'medicare', 'voucher', 'limit', 'whats', 'covered', 'costing', 'senior', 'year']",half-true,true
7620,Donald Trump is appealing as much to Democrats as he is to Republicans.,"['donald', 'trump', 'appealing', 'democrat', 'republican']",pants-fire,false
7621,"For people in the top 1 percent for income, your effective tax burden is in the low 20s, the lowest its been in decades and decades and decades -- lower than somebody who might make substantially less money.","['people', 'percent', 'income', 'effective', 'tax', 'burden', 'low', 'lowest', 'decade', 'decade', 'decade', 'lower', 'somebody', 'make', 'substantially', 'money']",half-true,true
7622,"Ninety-five percent of Oregonians now have health insurance coverage, tens of thousands for the very first time.","['ninety', 'percent', 'oregonian', 'health', 'insurance', 'coverage', 'ten', 'thousand', 'time']",true,true
7623,Former business partner Robert Gay says: The man who helped save my daughter was Mitt Romney.,"['business', 'partner', 'robert', 'gay', 'say', 'man', 'helped', 'save', 'daughter', 'mitt', 'romney']",true,true
7624,"The sales tax increase, if approved, will cost taxpayers up to $300 million per year, in perpetuity, to finance a rail system for the City of Tampa.","['sale', 'tax', 'increase', 'approved', 'cost', 'taxpayer', 'million', 'year', 'perpetuity', 'finance', 'rail', 'city', 'tampa']",barely-true,false
7625,"Among the developed nations, we are the least economically and socially mobile country in the world.","['developed', 'nation', 'economically', 'socially', 'mobile', 'country', 'world']",true,true
7626,"Bill Nelson voted for a ban on millions of commonly owned firearms, which included many popular hunting and target rifles.","['nelson', 'voted', 'ban', 'million', 'commonly', 'owned', 'firearm', 'included', 'popular', 'hunting', 'target', 'rifle']",false,false
7627,"Says that in his book, Rick Perry said that Social Security is unconstitutional.","['say', 'book', 'rick', 'perry', 'said', 'social', 'security', 'unconstitutional']",mostly-true,true
7628,"More lives have been lost because of the war with the drug cartels in Juarez alone, just a few blocks from the United States of America, than have been lost in the war in Afghanistan.","['life', 'lost', 'war', 'drug', 'cartel', 'juarez', 'block', 'united', 'state', 'america', 'lost', 'war', 'afghanistan']",false,false
7629,"A gas tax holiday is a gimmick that ""every economist says will just go into the pockets of the oil companies.""","['gas', 'tax', 'holiday', 'gimmick', 'economist', 'say', 'pocket', 'oil', 'company']",half-true,true
7630,Marco Rubio thinks that government shouldn't be in the health care business at all.,"['marco', 'rubio', 'think', 'government', 'health', 'care', 'business']",false,false
7631,Swaziland has the highest rate of HIV infection in the world.,"['swaziland', 'highest', 'rate', 'hiv', 'infection', 'world']",true,true
7632,Gov. Bob McDonnell launched a raid on public education to pay for roads.,"['gov', 'bob', 'mcdonnell', 'launched', 'raid', 'public', 'education', 'pay', 'road']",mostly-true,true
7633,"During the Civil War, more than 300,000 Ohioans served in the Union Army -- more per capita than any other state.","['civil', 'war', 'ohioan', 'served', 'union', 'army', 'caput', 'state']",true,true
7634,"The national debt ""has gone up by $1,729,000,000 during the Isner v. Mahut match.""","['national', 'debt', 'gone', 'isner', 'mahut', 'match']",true,true
7635,"Says that Mitt Romneys response to the crisis in the auto industry was, Let Detroit go bankrupt.","['say', 'mitt', 'romneys', 'response', 'crisis', 'auto', 'industry', 'let', 'detroit', 'bankrupt']",half-true,true
7636,"Ninety-six percent of the last session, (U.S. Rep. Henry Cuellar) voted with Nancy Pelosi.","['ninety', 'percent', 'session', 'rep', 'henry', 'cuellar', 'voted', 'nancy', 'pelosi']",mostly-true,true
7637,Multnomah County has faced 11 straight years of cuts,"['multnomah', 'county', 'faced', 'straight', 'year', 'cut']",half-true,true
7638,On sequestration,['sequestration'],false,false
7639,I have now put out all of my emails.,['email'],half-true,true
7640,Says the city of Portland has one manager for every six front-line workers.,"['say', 'city', 'portland', 'manager', 'line', 'worker']",true,true
7641,Georgia ranks 49th for women serving in elected state and federal offices.,"['georgia', 'rank', 'woman', 'serving', 'elected', 'state', 'federal', 'office']",true,true
7642,We live in the most incarcerated country in the world.,"['live', 'incarcerated', 'country', 'world']",mostly-true,true
7643,Studies have consistently failed to establish the existence of a link between the harshness of a countrys drug laws and its levels of drug use.,"['study', 'consistently', 'failed', 'establish', 'existence', 'link', 'harshness', 'country', 'drug', 'law', 'level', 'drug', 'use']",mostly-true,true
7644,"Says President Barack Obama neversaid, No boots on the ground in Syria.","['say', 'president', 'barack', 'obama', 'neversaid', 'boot', 'ground', 'syria']",false,false
7645,Wisconsins Supreme Court justices are deciding fewer opinions in civil and criminal cases than they used to.,"['wisconsin', 'supreme', 'court', 'justice', 'deciding', 'fewer', 'opinion', 'civil', 'criminal', 'case', 'used']",false,false
7646,President Obamas health care law says when you sell your house now you have to pay a 3.8 percent tax.,"['president', 'obamas', 'health', 'care', 'law', 'say', 'sell', 'house', 'pay', 'percent', 'tax']",pants-fire,false
7647,Six justices on the U.S. Supreme Court have been confirmed in presidential election years since 1912.,"['justice', 'supreme', 'court', 'confirmed', 'presidential', 'election', 'year']",true,true
